hanzi,pinyin,radical,english_consensus,zipf_cn,zipf_en,concreteness_en
垛,duo3,32,pile,-0.7163845480854202,,
垠,yin2,32,bank,-0.1265590131744693,,
垢,gou4,32,dirt,0.1744709824895118,,
垣,yuan2,32,wall,-0.1935058028050825,,
垦,ken3,32,reclaim (land),-0.440178136146471,,
垩,e4,32,to whitewash,-0.3918734565719161,,
垫,dian4,32,pad,1.3719484549154457,,
垮,kua3,32,collapse,1.1682220332125104,,
埃,ai1,32,dirt,1.9761686312537243,,
埋,mai2,32,to blame,1.6794270360542851,,
城,cheng2,32,city walls,2.3466567640352727,,
埔,pu3,32,port,0.4157327731500032,,
埚,guo1,32,crucible,-0.9716570531887262,,
域,yu4,32,field,1.6310538917688313,,
埠,bu4,32,a jetty,-0.8924758071411013,,
培,pei2,32,to cultivate,1.4150202307721116,,
基,ji1,32,base,2.45738427505123,,
埼,qi2,32,headland,-0.9716570531887262,,
堀,ku1,32,cave,-0.255653709553927,,
堆,dui1,32,a pile,1.7899701313728564,,
堑,qian4,32,moat around a city,-0.1521131176468575,,
堕,duo4,32,degenerate,1.1521945877783597,,
堡,bao3,32,character used in place names,1.7642610633425708,,
堤,di1,32,dike,0.5674190456040504,,
堪,kan1,32,endure,1.45355099794993,,
堵,du3,32,stop up,1.3179318993538705,,
塌,ta1,32,collapse,1.2147341625067671,,
塑,su4,32,to model (a figure) in clay,1.4379379662080896,,
塔,ta3,32,pagoda,2.1188126270424346,,
塘,tang2,32,pond,0.6149302514830287,,
塞,sai1,32,piston,2.054385667816412,,
填,tian2,32,to fill in,1.462272712419738,,
境,jing4,32,border,1.983934497216998,,
墅,shu4,32,villa,0.8621273214677527,,
墓,mu4,32,tomb,1.4904413279464297,,
墙,qiang2,32,wall,1.8478868823531425,,
增,zeng1,32,to increase,1.6853987996683777,,
墟,xu1,32,old burial grounds,0.5649013893828039,,
墩,dun1,32,block,0.3785909651454366,,
壁,bi4,32,wall,1.571665847458186,,
壑,he4,32,gully,-0.6706270575247449,,
壕,hao2,32,air-raid shelter,0.2638713937188227,,
壤,rang3,32,soil,0.617174672405481,,
士,shi4,33,scholar,2.8341427467730944,,
壮,zhuang4,33,to strengthen,1.624720090808873,,
声,sheng1,33,sound,2.590826145217066,,
壳,ke2,33,shell,1.330240664006482,,
壶,hu2,33,pot,0.9125717164438778,,
壹,yi1,33,one (alternate form of 一 used on checks),-0.524499021846507,,
处,chu4,34,a place,2.787889927524085,,
备,bei4,34,to prepare,2.771366405832693,,
复,fu4,35,again,2.4446838373857545,,
夏,xia4,35,summer,1.8965169876709125,,
夕,xi1,36,dusk,1.00515128414934,,
外,wai4,36,outside,2.831075634465356,,
夙,su4,36,morning,-0.255653709553927,,
多,duo1,36,many,3.3466108531010472,,
夜,ye4,36,night,2.3042529154821856,,
够,gou4,36,to reach,2.6959639811644247,,
夥,huo3,36,assistant,0.4937257982596921,,
大,da4,37,doctor,3.460217912378288,,
天,tian1,37,day,3.433357866627984,,
太,tai4,37,highest,3.237267777891538,,
夫,fu1,37,husband,2.705347308651447,,
夭,yao1,37,tender,0.4692520288764915,,
央,yang1,37,beg,1.2792506465121298,,
失,shi1,37,to lose,2.7794526120969434,,
头,tou2,37,suff. for nouns,3.020180149856879,,
夷,yi2,37,a barbarian,1.1867054389065237,,
夸,kua1,37,to boast,1.4773582631590605,,
夹,jia1,37,hold between,1.608126543428084,,
夺,duo2,37,rob,1.756209396278763,,
奄,yan3,37,suddenly,0.4532245834423408,,
奇,qi2,37,strange,2.5834857820513224,,
奈,nai4,37,how can one help,1.49074094471023,,
奉,feng4,37,to receive (from superior),1.4519164665440094,,
奋,fen4,37,exert oneself,1.9069796198377904,,
奎,kui2,37,name of constellation,1.1726057205732645,,
奏,zou4,37,present a memorial,1.662416972298742,,
契,qi4,37,contract,1.247403279260135,,
奔,ben1,37,go to,1.3975588042214169,,
奕,yi4,37,abundant,0.2978558910291902,,
奖,jiang3,37,prize,2.092126507408629,,
套,tao4,37,to cover,2.1991325372576656,,
奚,xi1,37,what why,0.0369431185731913,,
奠,dian4,37,libation,0.1744709824895118,,
奢,she1,37,extravagant,0.9170839074941664,,
奥,ao4,37,obscure,2.268342739698145,,
女,nv3,38,female,3.214128668873951,,
奴,nu2,38,slave,1.4171543602847974,,
奶,nai3,38,breast,2.234466910803126,,
奸,jian1,38,adultery,1.5974826722837334,,
她,ta1,38,she,3.691983575505953,,
好,hao3,38,be fond of,3.945070546256749,,
如,ru2,38,as (if),3.382847066995462,,
妃,fei1,38,imperial concubine,0.6597867158244458,,
妄,wang4,38,absurd,1.1986046622062312,,
妇,fu4,38,woman,1.9148336719837555,,
妈,ma1,38,ma,3.2298984641306725,,
妊,ren4,38,be pregnant,0.1287134919288367,,
妍,yan2,38,beautiful,0.7149792160735672,,
妒,du4,38,jealous,1.4828829317760923,,
妓,ji4,38,prostitute,1.5621150051959918,,
妖,yao1,38,goblin,1.1599616111603994,,
妙,miao4,38,clever,1.9278351429494056,,
妞,niu1,38,little girl,1.577836660026287,,
妥,tuo3,38,secure,1.3201556342783929,,
妩,wu3,38,flatter,-0.3484077627908257,,
妪,yu4,38,brood over,-0.9716570531887262,,
妮,ni1,38,girl,2.0228360696947862,,
妲,da2,38,concubine of last Shang emperor,0.1926958025957109,,
妳,ni3,38,you (fem.),1.1341936211964174,,
妹,mei4,38,younger sister,2.2928302025919627,,
妻,qi1,38,to marry off (a daughter),2.274299552461471,,
妾,qie4,38,concubine,0.0195690225037687,,
姆,mu3,38,governess,2.3236020832929536,,
姊,zi3,38,older sister,0.4877354345705046,,
始,shi3,38,begin,2.856719235078571,,
姑,gu1,38,paternal aunt,2.080652046458597,,
姓,xing4,38,surname,1.6297510073459576,,
委,wei3,38,give up,2.0439541513147863,,
姗,shan1,38,deprecate,0.3975588042214166,,
姘,pin1,38,be a mistress or lover,-0.2904158158131389,,
姚,yao2,38,Yao (a surname),-0.3695970618607638,,
姥,lao3,38,governess,0.6347243119218787,,
姨,yi2,38,one's mother's sister,1.4259353808493906,,
姻,yin1,38,marriage connections,1.680589287814597,,
姿,zi1,38,beauty,1.5191438988221289,,
威,wei1,38,power,2.376336096598679,,
娅,ya4,38,address term between sons-in-law,1.459706710970261,,
娆,rao2,38,disturbance,-1.0685670661967823,,
娇,jiao1,38,lovable,0.7780792623803349,,
娈,luan2,38,beautiful,-0.5566837052179082,,
娘,niang2,38,mother,2.28912961546625,,
娜,na4,38,elegant,2.0894937277398227,,
娟,juan1,38,beautiful,0.2787629491201678,,
娠,shen1,38,pregnant,0.114702777486022,,
娥,e2,38,good,0.4532245834423408,,
娩,mian3,38,complaisant,0.5361988185071047,,
娱,yu2,38,amuse,1.2955146752142876,,
娴,xian2,38,elegant,0.0617667022982235,,
娶,qu3,38,take a wife,1.3754777297212937,,
娼,chang1,38,prostitute,0.37076562763348,,
婉,wan3,38,graceful,0.5307700667957065,,
婊,biao3,38,prostitute,1.7837604096222102,,
婕,jie2,38,handsome,-0.1024253334577499,,
婢,bi4,38,slave girl,-0.4665070748688202,,
婪,lan2,38,avaricious,0.8595726406783372,,
婴,ying1,38,infant,1.5536469567695128,,
婶,shen3,38,wife of father's younger brother,0.8331636255324362,,
婷,ting2,38,graceful,0.2484510348513289,,
婿,xu4,38,son-in-law,0.4262829554833114,,
媒,mei2,38,medium,1.5814974949808993,,
媚,mei4,38,flatter,0.6325689998957439,,
媛,yuan4,38,a beauty,0.623839168636848,,
媲,pi4,38,to match,-0.0473777671268445,,
媳,xi2,38,daughter in law,0.3587567201604645,,
媾,gou4,38,to marry,-0.7675370705328014,,
嫁,jia4,38,marry (a husband),1.6644294619143465,,
嫂,sao3,38,older brother's wife; sister-in-law,0.3546788077400252,,
嫌,xian2,38,to dislike,1.835742659570759,,
嫖,piao2,38,visit a prostitute,0.3505622415451931,,
嫡,di2,38,first wife,-0.5566837052179082,,
嫩,nen4,38,tender,0.8721983694344349,,
嬉,xi1,38,amusement,0.8452467861869342,,
嬴,ying2,38,full,-0.6292343723665199,,
嬷,ma1,38,ma,-0.0078692258431708,,
孀,shuang1,38,widow,0.2688921950938736,,
孑,jie2,39,alone,-0.3088992215071521,,
孕,yun4,39,pregnant,1.8416570057571084,,
字,zi4,39,letter,2.686220693834495,,
存,cun2,39,exist,2.2910312911129704,,
孙,sun1,39,grandson,1.4224442488513185,,
孚,fu2,39,trust,-0.255653709553927,,
孛,bei4,39,comet,0.0775609694814554,,
孜,zi1,39,hard-working,-0.1391481404824898,,
孝,xiao4,39,filial,0.6618114023908603,,
孟,meng4,39,first month,0.958782541577974,,
孢,bao1,39,spore,0.1355529164591422,,
季,ji4,39,season,2.1479287217730576,,
孤,gu1,39,lone,1.8766552504385583,,
学,xue2,39,learn,2.9522498208321246,,
孩,hai2,39,child,3.125954213241805,,
孪,luan2,39,twins,0.114702777486022,,
孰,shu2,39,who,0.0775609694814554,,
孱,can4,39,coward,-0.4665070748688202,,
孵,fu1,39,hatch,0.3862777938117276,,
孽,nie4,39,consequence of sin,0.7734177383933313,,
乃,nai3,4,to be,1.0821893736635264,,
么,me,4,one on dice,4.075854566732462,,
乌,wu1,4,a crow,1.6340788406880205,,
乍,zha4,4,for the first time,0.2324629294671986,,
乏,fa2,4,short of,1.277785908253856,,
乒,ping1,4,bing (onomat.),0.5252725948844887,,
乓,pang1,4,bang (onomat.),0.623839168636848,,
乔,qiao2,4,tall,2.152325183022737,,
乘,cheng2,4,ride,1.6929849223673994,,
宁,ning2,40,peaceful,1.7312901929928295,,
它,ta1,40,it (used for things),3.1166349989911115,,
宅,zhai2,40,residence,1.114702777486022,,
宇,yu3,40,room,1.6306200311114665,,
守,shou3,40,to guard,2.1242094002898164,,
安,an1,40,content,2.9497068323618945,,
完,wan2,40,to finish,2.9032652137281425,,
宏,hong2,40,spacious,0.7255722895709913,,
宕,dang4,40,dissipated,-0.255653709553927,,
宗,zong1,40,school,1.5726590885587013,,
官,guan1,40,official,2.659888174645584,,
宙,zhou4,40,universe,1.4085541885228798,,
定,ding4,40,to set,3.241366362791859,,
宜,yi2,40,proper,1.491937348998274,,
宝,bao3,40,a jewel or gem,2.6048685738764785,,
实,shi2,40,real,3.085323983479387,,
宠,chong3,40,to love,1.4081921255741037,,
审,shen3,40,to examine,2.1276782244972314,,
客,ke4,40,customer,2.436922072219941,,
宣,xuan1,40,to declare (publicly),1.924207298058573,,
室,shi4,40,room,2.610474518159408,,
宥,you4,40,forgive,-0.8255290175104881,,
宦,huan4,40,an official,-1.0685670661967823,,
宪,xian4,40,statute,1.0569141995038114,,
宫,gong1,40,palace,1.7133677319169878,,
宰,zai3,40,slaughter,1.3489046270065104,,
害,hai4,40,to do harm to,2.73771468362991,,
宴,yan4,40,feast,1.494617268600566,,
宵,xiao1,40,night,0.98833778513969,,
家,jia1,40,furniture,3.3800890210144936,,
容,rong2,40,to hold,2.381104138535105,,
宽,kuan1,40,lenient,1.583437395389593,,
宾,bin1,40,visitor,1.73352219168495,,
宿,su4,40,constellation,1.4545287720557851,,
寂,ji4,40,lonesome,1.1836789842763358,,
寄,ji4,40,lodge at,1.7602538889281465,,
密,mi4,40,secret,2.5112451014855885,,
寇,kou4,40,bandit,0.8035892065515102,,
富,fu4,40,rich,1.938005931965292,,
寐,mei4,40,sleep soundly,0.6104063097229826,,
寒,han2,40,cold,1.1217646319735088,,
寓,yu4,40,reside,1.7881618241861,,
寝,qin3,40,lie down,0.559821863853529,,
寞,mo4,40,lonesome,1.0014708004109725,,
察,cha2,40,examine,2.547908447691783,,
寡,gua3,40,few,1.0169019036898894,,
寥,liao2,40,empty,-0.0078692258431708,,
寨,zhai4,40,stronghold,0.516893663311718,,
寮,liao2,40,Laos,-1.0685670661967823,,
寰,huan2,40,large domain,-0.0685670661967825,,
寸,cun4,41,a unit of length,1.4943203150970967,,
对,dui4,41,couple,3.6122056948570833,,
寺,si4,41,Buddhist temple,0.92816344923837,,
寻,xun2,41,to search,2.095190457785173,,
导,dao3,41,to transmit,2.1912059401332,,
封,feng1,41,to confer,2.050193524245599,,
射,she4,41,radio- (chem.),2.225126884548983,,
将,jiang1,41,a general,2.813102841475279,,
尊,zun1,41,to honor,1.9849915260164768,,
小,xiao3,42,small,3.327056328159053,,
少,shao3,42,young,2.7806372970971323,,
尔,er3,42,thus,2.9451547118542805,,
尖,jian1,42,point (of needle),1.7019167432343254,,
尘,chen2,42,dust,1.3188227601419469,,
尚,shang4,42,still,1.7433429142233163,,
尝,chang2,42,to taste,1.9982245905577736,,
尤,you2,43,outstanding,1.757345656083464,,
尬,ga4,43,in an embarrassing situation,1.4283625818764325,,
就,jiu4,43,at once,3.826016193723364,,
尴,gan1,43,embarrassed,1.428708220161213,,
尸,shi1,44,corpse,2.2206873418573982,,
尺,chi3,44,a Chinese foot (M),1.7527826702083484,,
尻,kao1,44,end of spine,-0.2234690261825258,,
尼,ni2,44,Buddhist nun,2.620141892541814,,
尽,jin3,44,to use up,2.5186386114098034,,
尾,wei3,44,tail,1.821993664518447,,
尿,niao4,44,urinate,1.783149802165697,,
局,ju2,44,narrow,2.4378026508987216,,
屁,pi4,44,to break wind,2.2217458498736917,,
层,ceng2,44,a measure word for layers,1.9099558192896224,,
屄,bi1,44,vulva,-0.1143245567574577,,
居,ju1,44,reside,2.186524445162748,,
屈,qu1,44,bent,1.2130343776288726,,
屉,ti4,44,drawer,0.9259700381017152,,
届,jie4,44,arrive at (place or time),1.0470434454775173,,
屋,wu1,44,house,2.134533844074689,,
屌,diao3,44,penis,0.1806312911943302,,
屎,shi3,44,stool,1.5903977764676525,,
屏,ping2,44,get rid of,1.2753336460528235,,
屐,ji1,44,clogs,-0.1792653636904723,,
屑,xie4,44,crumbs,0.8492009362509738,,
展,zhan3,44,to use,2.252202162141904,,
属,shu3,44,join together,2.058375651747445,,
屠,tu2,44,slaughter,1.3285034837626262,,
屡,lv3,44,time and again,0.2978558910291902,,
屣,xi3,44,slippers,-1.0685670661967823,,
履,lv3,44,shoe,0.9421567991949904,,
屯,tun2,45,difficult,-0.440178136146471,,
山,shan1,46,mountain,2.2728179915002853,,
屹,yi4,46,high and steep,-0.0908434609079348,,
屿,yu3,46,islet,0.3250081370728049,,
岁,sui4,46,year,2.4346787052683303,,
岂,qi3,46,how can it be that,0.5572596470889286,,
岌,ji2,46,lofty peak,0.475500978153493,,
岐,qi2,46,divergent,-0.165477079204839,,
岑,cen2,46,a small hill,-0.6292343723665199,,
岔,cha4,46,branch in a road,0.7718527115397036,,
岖,qu1,46,rugged,-0.0473777671268445,,
岗,gang3,46,mound,1.1125616335505126,,
岘,xian4,46,steep hill,-0.8255290175104881,,
岚,lan2,46,mist,-0.7163845480854202,,
岛,dao3,46,island,1.9478394346743355,,
岩,yan2,46,cliff,1.312548014513068,,
岬,jia3,46,cape (geog.),-0.2904158158131389,,
岭,ling3,46,mountain range,0.3464062817740354,,
岱,dai4,46,name of a mountain in Shandong,-0.1521131176468575,,
岳,yue4,46,mountain,0.6678294360798599,,
岸,an4,46,bank,1.5580299005841902,,
峋,xun2,46,ranges of hills,-0.5566837052179082,,
峙,zhi4,46,peak,0.2324629294671986,,
峡,xia2,46,gorge,0.9536550383109234,,
峦,luan2,46,mountain ranges,-0.3484077627908257,,
峨,e2,46,lofty,-0.8924758071411013,,
峭,qiao4,46,steep hill,0.0195690225037687,,
峰,feng1,46,peak,1.2032745403397165,,
峻,jun4,46,steep,0.3900707828288667,,
崇,chong2,46,high,1.3379731142371725,,
崎,qi2,46,mountainous,0.7718527115397036,,
崖,ya2,46,precipice,0.8136727818220408,,
崛,jue2,46,towering as a peak,0.2158636676477368,,
崩,beng1,46,collapse,1.424890984798406,,
崭,zhan3,46,precipitous peak,0.7718527115397036,,
崴,wai3,46,"high, lofty",-0.0371586019451584,,
崽,zai3,46,young of animals,0.8646670625180255,,
嵌,qian4,46,deep valley,0.5252725948844887,,
嵩,song1,46,lofty,-0.6292343723665199,,
嶙,lin2,46,ranges of hills,-0.524499021846507,,
巅,dian1,46,summit,0.4262829554833114,,
巍,wei1,46,high,-0.4665070748688202,,
川,chuan1,47,river,1.2197939612761692,,
巢,chao2,47,nest,0.9515869654415504,,
工,gong1,48,work,2.978201153464056,,
左,zuo3,48,left,2.0420226441024663,,
巧,qiao3,48,opportunely,2.0553662013999774,,
巨,ju4,48,very large,1.8240839676805176,,
巩,gong3,48,secure,0.1744709824895118,,
巫,wu1,48,witch,1.5465935981197738,,
差,cha4,48,uneven,2.375165175204814,,
已,yi3,49,already,3.1428138134484573,,
巷,xiang4,49,lane,1.0186818015988752,,
九,jiu3,5,nine,1.7532738610036718,,
乞,qi3,5,beg,0.968859431743841,,
也,ye3,5,also,3.5332920174698206,,
习,xi2,5,to practice,2.2350609101871077,,
书,shu1,5,book,2.455179400614782,,
买,mai3,5,buy,2.585729828870781,,
乱,luan4,5,in confusion,2.2528242121149065,,
乳,ru3,5,breast,1.5348479792161458,,
巾,jin1,50,towel,1.486224843545266,,
币,bi4,50,money,1.4224442488513185,,
市,shi4,50,market,2.3486138928711062,,
布,bu4,50,to declare,2.590707196274386,,
帅,shuai4,50,handsome,1.7842178024837652,,
帆,fan1,50,sail,0.9567387990679876,,
师,shi1,50,a division (milit.),2.658282347346444,,
希,xi1,50,rare,2.8234996962115058,,
帐,zhang4,50,account,1.721542091964991,,
帕,pa4,50,handkerchief,1.9125717164438776,,
帖,tie1,50,rubbing from incised inscription,0.7476742337950004,,
帘,lian2,50,wine shop sign,0.9068647423124804,,
帚,zhou3,50,broom,0.37076562763348,,
帛,bo2,50,silk,-0.7675370705328014,,
帜,zhi4,50,flag,0.6796209608094178,,
帝,di4,50,emperor,2.533167082063322,,
带,dai4,50,band,2.98530813363,,
帧,zhen1,50,frame,0.0852477981477464,,
席,xi2,50,woven mat,1.821434546987854,,
帮,bang1,50,to assist,3.0370538069814392,,
帷,wei2,50,curtain,0.1002249541173992,,
常,chang2,50,always,2.995731777361749,,
帼,guo2,50,cap worn by women,-0.9716570531887262,,
帽,mao4,50,hat,1.7287004746339338,,
幂,mi4,50,power (math.term),-1.0685670661967823,,
幄,wo4,50,tent,-1.0685670661967823,,
幌,huang3,50,advertising sign,0.3293729424752549,,
幔,man4,50,curtain,-0.440178136146471,,
幕,mu4,50,stage curtain,1.747010682127485,,
幡,fan1,50,banner,-0.4945357984690637,,
干,gan4,51,main part of something,3.114496260523588,,
平,ping2,51,flat,2.4978409613297394,,
年,nian2,51,year,3.0683436612845933,,
并,bing4,51,and,2.749047877529127,,
幸,xing4,51,fortunate,2.4469425059390826,,
乡,xiang1,52,country,1.7288736037898655,,
幻,huan4,52,fantasy,1.8640335183036996,,
幼,you4,52,young,1.3011125333630331,,
幽,you1,52,quiet,1.5356589868876875,,
广,guang3,53,wide,2.01921435161276,,
庄,zhuang1,53,farm,1.3968157852516356,,
庆,qing4,53,celebrate,1.7890669189532256,,
庇,bi4,53,to protect,0.9505492242502902,,
床,chuang2,53,bed,2.2691916052966343,,
序,xu4,53,order,1.749328690965013,,
庐,lu2,53,hut,-0.2392632933657576,,
库,ku4,53,warehouse,2.006249374448392,,
应,ying1,53,ought,3.0470933615148,,
底,di3,53,background,2.634939255990559,,
庖,pao2,53,kitchen,-0.5566837052179082,,
店,dian4,53,inn,2.3715939448656367,,
庙,miao4,53,temple,0.8035892065515102,,
府,fu3,53,prefecture,1.973022980692584,,
废,fei4,53,abolish,1.9039828838154425,,
度,du4,53,capacity,2.5695226557877238,,
座,zuo4,53,seat,2.0892673165007545,,
庭,ting2,53,court,2.33127964651614,,
庵,an1,53,hut,-0.8255290175104881,,
庶,shu4,53,ordinary,-0.6292343723665199,,
康,kang1,53,peaceful,2.00340694290651,,
庸,yong1,53,ordinary,0.9068647423124804,,
廉,lian2,53,incorrupt,1.4807427927227157,,
廊,lang2,53,porch,1.4502757600897822,,
廋,sou1,53,to search,-0.9716570531887262,,
廓,kuo4,53,big,0.3627966979622047,,
延,yan2,54,to prolong,1.589682888270175,,
廷,ting2,54,palace courtyard,1.1541494049508008,,
建,jian4,54,to establish,2.319356400776654,,
廿,nian4,55,twenty,-0.3282043767025387,,
开,kai1,55,open,3.4324990460376394,,
异,yi4,55,different,2.022484057937396,,
弃,qi4,55,abandon,2.2239658903982105,,
弄,nong4,55,to do,2.512528857909268,,
弈,yi4,55,Chinese chess game,-0.0473777671268445,,
弊,bi4,55,detriment,1.063372229013642,,
弋,yi4,56,to shoot,-0.8924758071411013,,
式,shi4,56,type,2.413663171012185,,
弑,shi4,56,murder a superior,-0.3088992215071521,,
弓,gong1,57,a bow (weapon),0.8746800589410791,,
引,yin3,57,to lead,2.2977157734342004,,
弗,fu2,57,not,2.148587742357639,,
弘,hong2,57,great,0.8385754648063579,,
弛,chi2,57,unstring a bow,0.1355529164591422,,
弟,di4,57,younger brother,2.5790114880156727,,
弥,mi2,57,overflowing,1.41466352070532,,
弦,xian2,57,string of mus. instr.,0.913704166842786,,
弧,hu2,57,arc,0.3116441755148234,,
弩,nu3,57,cross-bow,0.0775609694814554,,
弭,mi3,57,to stop,-0.8255290175104881,,
弯,wan1,57,bend,1.4045547970939467,,
弱,ruo4,57,weak,1.8733168849581612,,
弹,dan4,57,impeach,2.388557560106626,,
强,qiang2,57,strength,2.526791349985273,,
弼,bi4,57,assist,0.204434205866955,,
归,gui1,58,to go back,1.956226357141981,,
当,dang1,58,at or in the very same...,3.2336989083061907,,
录,lu4,58,to record,2.395587017946499,,
彗,hui4,58,comet,0.4532245834423408,,
形,xing2,59,to appear,2.1740985704484808,,
彦,yan4,59,accomplished,-0.255653709553927,,
彩,cai3,59,colored,2.060235934521749,,
彬,bin1,59,ornamental,0.4499468736811048,,
彰,zhang1,59,manifest,0.3587567201604645,,
影,ying3,59,picture,2.557875959134512,,
了,le,6,look afar from a high place,4.326754957690813,,
予,yu3,6,to give,1.5415605468792128,,
争,zheng1,6,struggle,2.327588674846213,,
事,shi4,6,matter,3.5839596862641487,,
彷,pang2,60,irresolute,0.0283429468112737,,
役,yi4,60,service,1.3388238382739488,,
彻,che4,60,pervade,1.7451806701107984,,
彼,bi3,60,that,1.906174838304168,,
往,wang3,60,toward,2.3906745986812994,,
征,zheng1,60,attack,1.728007267013647,,
径,jing4,60,path,1.498164962789437,,
待,dai4,60,wait,2.541933400446399,,
徇,xun4,60,follow,-0.8924758071411013,,
很,hen3,60,very,3.671048784628718,,
徉,yang2,60,walk back and forth,-0.3484077627908257,,
徊,huai2,60,irresolute,0.5307700667957065,,
律,lv4,60,law,2.409566361903735,,
徐,xu2,60,slow,0.3824513859586748,,
徒,tu2,60,apprentice,1.8861577247822805,,
徕,lai2,60,to come,-0.9716570531887262,,
得,de2,60,to have to,3.647549012333749,,
徘,pai2,60,irresolute,0.5307700667957065,,
徙,xi3,60,change one's residence,0.114702777486022,,
徜,chang2,60,sit cross-legged,-0.3484077627908257,,
御,yu4,60,defend,1.1287134919288366,,
徨,huang2,60,irresolute,-0.1024253334577499,,
循,xun2,60,to follow,1.153498776391804,,
微,wei1,60,micro,1.978025637606478,,
徵,zheng1,60,note in Chinese musical scale,-0.1935058028050825,,
德,de2,60,Germany,2.763126779992012,,
徽,hui1,60,insignia,1.1422862991181106,,
忐,tan3,61,nervous,-0.2904158158131389,,
忒,te4,61,excessive,0.3422101671804273,,
忖,cun3,61,ponder,-0.7163845480854202,,
忘,wang4,61,to forget,2.440164603246361,,
忙,mang2,61,busy,2.509211870498442,,
忸,niu3,61,accustomed to,-0.4945357984690637,,
忽,hu1,61,suddenly,1.525825484178644,,
忾,kai4,61,anger,-0.8924758071411013,,
怀,huai2,61,to think of,2.270188151126056,,
怂,song3,61,arouse,0.1489168780171236,,
怅,chang4,61,regretful,-0.6292343723665199,,
怆,chuang4,61,mournful,-0.8924758071411013,,
怒,nu4,61,indignant,1.7881618241861,,
怕,pa4,61,to be afraid,2.573650063277098,,
怖,bu4,61,terror,1.834794270058536,,
怜,lian2,61,to pity,1.934354572082687,,
思,si1,61,to think,2.871638029547781,,
怡,yi2,61,harmony,0.3293729424752549,,
怦,peng1,61,impulsive,-0.0578432008050094,,
性,xing4,61,sex,2.778110171919646,,
怨,yuan4,61,blame,1.6468094390103545,,
怪,guai4,61,queer,2.5681213817565003,,
怯,qie4,61,afraid,0.5870515173444395,,
怵,chu4,61,fearful,-0.9716570531887262,,
恃,shi4,61,rely upon,-0.2392632933657576,,
恋,lian4,61,feel attached to,2.1507554422225543,,
恒,heng2,61,permanent,1.1266404833059716,,
恙,yang4,61,sickness,0.5361988185071047,,
恢,hui1,61,to restore,1.6802022160582228,,
恣,zi4,61,throw off restraint,-0.3088992215071521,,
恩,en1,61,kind act (from above),2.455341905567811,,
恬,tian2,61,"quiet, calm, tranquil, peaceful",-0.3695970618607638,,
息,xi1,61,news,2.6105427158849905,,
恳,ken3,61,earnest,0.9248691643008292,,
恶,e4,61,to hate,2.424367843419867,,
恹,yan1,61,contented,-0.524499021846507,,
恺,kai3,61,joyful,0.7780792623803349,,
恻,ce4,61,sorrowful,-0.7163845480854202,,
恼,nao3,61,get mad,1.4041893831204295,,
悄,qiao1,61,quiet,1.2158636676477368,,
悍,han4,61,violent,0.9442701585083896,,
悔,hui3,61,regret,1.740150175852465,,
悖,bei4,61,perverse,0.1355529164591422,,
悚,song3,61,frightened,0.6216290138317311,,
悟,wu4,61,comprehend,0.9292560145489428,,
悠,you1,61,at ease,1.187910140044894,,
患,huan4,61,misfortune,1.516893663311718,,
悦,yue4,61,pleased,1.1541494049508008,,
您,nin2,61,you (formal),2.5739221853731493,,
悬,xuan2,61,hang,1.2713809954975683,,
悯,min3,61,sympathize,0.8608518595175102,,
悸,ji4,61,afraid,0.1002249541173992,,
惊,jing1,61,to start,2.315965549297466,,
惋,wan3,61,"regret, be sorry",0.1422862991181106,,
惕,ti4,61,fearful,0.8595726406783372,,
惠,hui4,61,favor,1.3464062817740354,,
惦,dian4,61,"think of, remember, miss",0.4157327731500032,,
惬,qie4,61,cheerful,0.2378579613539047,,
惮,dan4,61,dread,-0.0271743810385575,,
惯,guan4,61,accustomed to,1.771068078115972,,
惴,zhui4,61,anxious,-0.3695970618607638,,
惹,re3,61,to provoke,1.8416570057571084,,
愉,yu2,61,pleased,1.7516343932888576,,
愕,e4,61,startled,-0.7163845480854202,,
愚,yu2,61,stupid,1.764101484255013,,
愣,leng4,61,to look distracted,0.3293729424752549,,
愧,kui4,61,ashamed,1.2959839291571893,,
愫,su4,61,guileless,-0.8924758071411013,,
愿,yuan4,61,hope,2.563181008199787,,
慈,ci2,61,compassionate,1.6491034368054796,,
慵,yong1,61,careless,-0.3695970618607638,,
憧,chong1,61,irresolute,0.1075241928588986,,
憩,qi4,61,to rest,-0.1521131176468575,,
憬,jing3,61,awaken,0.1002249541173992,,
憾,han4,61,regret,1.7461798142981997,,
懂,dong3,61,to understand,2.219122717739293,,
懈,xie4,61,lax,0.649519228586309,,
懑,men4,61,melancholy,-0.8924758071411013,,
懒,lan3,61,lazy,1.2792506465121298,,
懵,meng3,61,stupid,-0.1935058028050825,,
戍,shu4,62,garrison,-0.9716570531887262,,
戏,xi4,62,trick,2.3822207258761154,,
成,cheng2,62,finish,3.11717335137818,,
戒,jie4,62,swear off,1.9333828748874853,,
或,huo4,62,maybe,2.819766903456819,,
战,zhan4,62,to fight,2.59680282328926,,
戚,qi1,62,ashamed,1.0487042294589817,,
戛,jia2,62,a lance,0.0283429468112737,,
戟,ji3,62,a lance with two points,-0.2082290596257889,,
截,jie2,62,a section,1.4085541885228798,,
戮,lu4,62,kill,0.8531194092868195,,
戳,chuo1,62,poke,1.0177927644779656,,
戴,dai4,62,to put on,2.1894113322824484,,
户,hu4,63,a household,2.095488225696669,,
